SURVEY	FILE	DATA FORMAT	SORTING CODE	MEASUREMENT SYSTEM	SEGY REVISION	FIXED LENGTH TRACE	NUM TRACES	TRACE IDENTIFICATION	TRACE NS	TRACE DT	SPLIT	size_mb
b-01-75-at	A-221A_migr.segy	1	4	2	0	0	376	1	2001	4000	Train	3.009504
b-01-75-at	A-243_migr.segy	1	4	2	0	0	1180	1	1751	4000	Train	8.26472
b-01-75-at	A-243A_migr.segy	1	4	2	0	0	1242	1	2001	4000	Train	9.940968
b-01-75-at	A-247_migr.segy	1	4	2	0	0	741	1	1751	4000	Train	5.189964
b-01-75-at	A-251_migr.segy	1	4	2	0	0	833	1	1751	4000	Train	5.834332
b-01-80-at	56-004_migr.segy	1	4	1	256	1	848	1	1501	4000	Train	5.091392
b-01-80-at	56-025_migr.segy	1	4	1	256	1	1158	1	1501	4000	Train	6.952632
b-01-80-at	56-026_migr.segy	1	4	1	256	1	693	1	1501	4000	Train	4.160772
b-01-80-at	56-027_migr.segy	1	4	1	256	1	1193	1	1501	4000	Train	7.162772
b-01-80-at	56-028_migr.segy	1	4	1	256	1	854	1	1501	4000	Train	5.127416
b-01-80-at	56-033_1_migr.segy	1	4	1	256	1	1268	1	2001	4000	Train	10.149072
b-01-80-at	56-035A_migr.segy	1	4	1	256	1	1254	1	1501	4000	Train	7.529016
b-01-80-at	56-037_migr.segy	1	4	1	256	1	2849	1	1751	4000	Train	19.954396
b-01-80-at	56-042_migr.segy	1	4	1	256	1	1398	1	2001	4000	Train	11.189592
b-01-80-at	56-046_migr.segy	1	4	1	256	1	598	1	2001	4000	Train	4.786392
b-01-80-at	56-047_1_migr.segy	1	4	1	256	1	1686	1	2001	4000	Train	13.494744
b-01-80-at	56-047_2_migr.segy	1	4	1	256	1	698	1	2001	4000	Train	5.586792
b-01-80-at	56-051_migr.segy	1	4	1	256	1	833	1	1501	4000	Train	5.001332
b-01-80-at	56-052_migr.segy	1	4	1	256	1	603	1	2001	4000	Train	4.826412
b-01-80-at	56-060_migr.segy	1	4	1	256	1	598	1	2001	4000	Train	4.786392
b-01-80-at	56-068_migr.segy	1	4	1	256	1	702	1	2001	4000	Train	5.618808
b-01-80-at	56-069_migr.segy	1	4	1	256	1	446	1	2001	4000	Train	3.569784
b-01-80-at	56-070_migr.segy	1	4	1	256	1	703	1	2001	4000	Train	5.626812
b-01-80-at	56-072_migr.segy	1	4	1	256	1	698	1	2001	4000	Train	5.586792
b-01-80-at	56-082_1_migr.segy	1	4	1	256	1	534	1	2001	4000	Train	4.274136
b-01-80-at	56-086_migr.segy	1	4	2	0	0	713	1	2001	4000	Train	5.706852
b-01-80-at	56-099_migr.segy	1	4	1	256	1	618	1	2001	4000	Train	4.946472
b-01-80-at	56-104_migr.segy	1	4	1	256	1	808	1	2001	4000	Train	6.467232
b-01-80-at	56-114_migr.segy	1	4	1	256	1	993	1	2001	4000	Train	7.947972
b-01-80-at	56-116_migr.segy	1	4	1	256	1	988	1	2001	4000	Train	7.907952
b-01-80-at	56-120_migr.segy	1	4	1	256	1	998	1	2001	4000	Train	7.987992
b-01-80-at	56-122_1_migr.segy	1	4	1	256	1	1633	1	2001	4000	Train	13.070532
b-01-80-at	56-126_migr.segy	1	4	1	256	1	1008	1	2001	4000	Train	8.068032
b-01-80-at	56-138A_migr.segy	1	4	1	256	1	323	1	1501	4000	Train	1.939292
b-01-80-at	56-148_migr.segy	1	4	1	256	1	500	1	1501	4000	Train	3.002
b-01-80-at	56-150_migr.segy	1	4	1	256	1	446	1	1501	4000	Train	2.677784
b-01-80-at	56-154_migr.segy	1	4	1	256	1	450	1	1501	4000	Train	2.7018
b-01-80-at	56-160_migr.segy	1	4	1	256	1	678	1	2001	4000	Train	5.426712
b-01-80-at	56-174_migr.segy	1	4	1	256	1	903	1	2001	4000	Train	7.227612
b-01-80-at	56-176_migr.segy	1	4	1	256	1	953	1	2001	4000	Train	7.627812
b-01-80-at	56-184_2_migr.segy	1	4	1	256	1	218	1	2001	4000	Train	1.744872
b-01-80-at	56-192_migr.segy	1	4	1	256	1	1203	1	2001	4000	Train	9.628812
b-01-80-at	56-196_migr.segy	1	4	1	256	1	1203	1	2001	4000	Train	9.628812
b-01-80-at	56-200_migr.segy	1	4	1	256	1	1213	1	2001	4000	Train	9.708852
b-01-80-at	56-202_migr.segy	1	4	1	256	1	1408	1	2001	4000	Train	11.269632
b-01-80-at	56-214_2_migr.segy	1	4	1	256	1	1048	1	2001	4000	Train	8.388192
b-01-80-at	56-216_1_migr.segy	1	4	1	256	1	1095	1	2001	4000	Train	8.76438
b-01-80-at	56-216_2_migr.segy	1	4	1	256	1	297	1	2001	4000	Train	2.377188
b-01-80-at	56-220_migr.segy	1	4	1	256	1	1228	1	2001	4000	Train	9.828912
b-01-81-at	PP81-119_migr.segy	1	4	1	256	1	1401	1	2226	4000	Train	12.474504
b-01-81-at	PP81-161C_migr.segy	1	4	1	256	1	1041	1	1976	4000	Train	8.228064
b-01-81-at	PP81-163B_migr.segy	1	4	1	256	1	1247	1	1976	4000	Train	9.856288
b-01-81-at	PP81-163C_migr.segy	1	4	1	256	1	836	1	1976	4000	Train	6.607744
b-01-81-at	PP81-165A_migr.segy	1	4	1	256	1	571	1	1976	4000	Train	4.513184
b-01-81-at	PP81-166_migr.segy	1	4	1	256	1	2441	1	1976	4000	Train	19.293664
b-01-81-at	PP81-167_migr.segy	1	4	1	256	1	2377	1	1976	4000	Train	18.787808
b-01-81-at	PP81-172_migr.segy	1	4	1	256	1	1416	1	1976	4000	Train	11.192064
b-01-81-at	PP81-176_migr.segy	1	4	1	256	1	1986	1	1976	4000	Train	15.697344
b-01-81-at	PP81-177B_migr.segy	1	4	1	256	1	896	1	1976	4000	Train	7.081984
b-01-81-at	PP81-178B_migr.segy	1	4	1	256	1	372	1	1976	4000	Train	2.940288
b-01-81-at	PP81-180_migr.segy	1	4	1	256	1	1554	1	1976	4000	Train	12.282816
b-01-81-at	PP81-206A_migr.segy	1	4	1	256	1	931	1	1976	4000	Train	7.358624
b-01-81-at	PP81-210B_migr.segy	1	4	1	256	1	1786	1	2226	4000	Train	15.902544
b-01-81-at	PP81-219A_migr.segy	1	4	1	256	1	1226	1	1976	4000	Train	9.690304
b-01-81-at	PP81-227_migr.segy	1	4	1	256	1	2446	1	1976	4000	Train	19.333184
b-01-81-at	PP81-227D_migr.segy	1	4	1	256	1	1861	1	1976	4000	Train	14.709344
b-01-81-at	PP81-228C_migr.segy	1	4	1	256	1	2079	1	1976	4000	Train	16.432416
b-01-81-at	PP81-228D_migr.segy	1	4	1	256	1	2148	1	1976	4000	Train	16.977792
b-01-81-at	PP81-232_migr.segy	1	4	1	256	1	2366	1	2226	4000	Train	21.066864
b-01-81-at	PP81-232A_migr.segy	1	4	1	256	1	496	1	2226	4000	Train	4.416384
b-01-81-at	PP81-283A_migr.segy	1	4	1	256	1	566	1	1976	4000	Train	4.473664
b-01-81-at	PP81-314_migr.segy	1	4	1	256	1	2224	1	1976	4000	Train	17.578496
b-01-81-at	PP81-324A_migr.segy	1	4	1	256	1	1778	1	1976	4000	Train	14.053312
b-01-81-at	PP81-334_migr.segy	1	4	1	256	1	1606	1	2226	4000	Train	14.299824
b-01-82-at	BH82-57_migr.segy	1	4	1	256	1	8894	1	1751	4000	Train	62.293576
b-01-82-at	BH82-60_migr.segy	1	4	1	256	1	3738	1	1751	4000	Train	26.180952
b-01-82-at	BH82-62_migr.segy	1	4	1	256	1	3496	1	1751	4000	Train	24.485984
b-01-82-at	BH82-63_migr.segy	1	4	1	256	1	3328	1	1751	4000	Train	23.309312
b-01-82-at	BH82-64_migr.segy	1	4	1	256	1	3070	1	1751	4000	Train	21.50228
b-01-82-at	BH82-66_migr.segy	1	4	1	256	1	13092	1	1751	4000	Train	91.696368
b-01-82-at	BH82-71_migr.segy	1	4	1	256	1	4628	1	1751	4000	Train	32.414512
b-01-82-at	BH82-78_migr.segy	1	4	1	256	1	1548	1	1751	4000	Train	10.842192
b-01-82-at	BH82-82_migr.segy	1	4	1	256	1	1775	1	1501	4000	Train	10.6571
b-01-83-at	83MG-01_migr.segy	1	4	1	256	1	2084	1	1501	4000	Train	12.512336
b-01-83-at	83MG-02_migr.segy	1	4	1	256	1	2375	1	1501	4000	Train	14.2595
b-01-83-at	83MG-03_migr.segy	1	4	1	256	1	760	1	1501	4000	Train	4.56304
b-01-83-at	83MG-03-1_migr.segy	1	4	1	256	1	1940	1	1501	4000	Train	11.64776
b-01-83-at	83MG-04_migr.segy	1	4	1	256	1	2466	1	1501	4000	Train	14.805864
b-01-83-at	83MG-05_migr.segy	1	4	1	256	1	2466	1	1501	4000	Train	14.805864
b-01-83-at	83MG-06_migr.segy	1	4	1	256	1	2605	1	1476	4000	Train	15.37992
b-01-83-at	83MG-07_migr.segy	1	4	1	256	1	2469	1	1501	4000	Train	14.823876
b-01-83-at	83MG-08_migr.segy	1	4	1	256	1	2547	1	1501	4000	Train	15.292188
b-01-83-at	83MG-09_migr.segy	1	4	1	256	1	1892	1	1476	4000	Train	11.170368
b-01-83-at	83MG-10_migr.segy	1	4	1	256	1	1498	1	1501	4000	Train	8.993992
b-01-83-at	83MG-11_migr.segy	1	4	1	256	1	1596	1	1501	4000	Train	9.582384
b-01-83-at	83MG-12_migr.segy	1	4	1	256	1	1882	1	1501	4000	Train	11.299528
b-01-83-at	83MG-13_migr.segy	1	4	1	256	1	1889	1	1501	4000	Train	11.341556
b-01-83-at	83MG-14_migr.segy	1	4	1	256	1	1894	1	1501	4000	Train	11.371576
b-01-83-at	83MG-15_migr.segy	1	4	1	256	1	1627	1	1501	4000	Train	9.768508
b-01-83-at	83MG-15-1_migr.segy	1	4	1	256	1	802	1	1501	4000	Train	4.815208
b-01-83-at	83MG-16_migr.segy	1	4	1	256	1	2269	1	1501	4000	Train	13.623076
b-01-83-at	83MG-17_migr.segy	1	4	1	256	1	2260	1	1476	4000	Train	13.34304
b-01-83-at	83MG-18_migr.segy	1	4	1	256	1	1218	1	1501	4000	Train	7.312872
b-01-83-at	83MG-18-1_migr.segy	1	4	1	256	1	519	1	1501	4000	Train	3.116076
b-01-83-at	83MG-19_migr.segy	1	4	1	256	1	1422	1	1501	4000	Train	8.537688
b-01-83-at	83MG-20_migr.segy	1	4	1	256	1	1334	1	1501	4000	Train	8.009336
b-01-83-at	83MG-21_migr.segy	1	4	1	256	1	1867	1	1501	4000	Train	11.209468
b-01-83-at	83MG-22_migr.segy	1	4	1	256	1	944	1	1501	4000	Train	5.667776
b-01-84-at	JGM-100E_migr.segy	1	4	2	0	0	412	1	1726	4000	Train	2.844448
b-01-84-at	JGM-102E_migr.segy	1	4	2	0	0	729	1	1476	4000	Train	4.304016
b-01-84-at	JGM-104EA_migr.segy	1	4	1	256	1	837	1	1476	4000	Train	4.941648
b-01-84-at	JGM-106E_migr.segy	1	4	2	0	0	833	1	1476	4000	Train	4.918032
b-01-84-at	JGM-110_migr.segy	1	4	2	0	0	421	1	1476	4000	Train	2.485584
b-01-84-at	JGM-110E_migr.segy	1	4	1	256	1	1973	1	1476	4000	Train	11.648592
b-01-84-at	JGM-114A_migr.segy	1	4	2	0	0	1206	1	1476	4000	Train	7.120224
b-01-84-at	JGM-128_migr.segy	1	4	1	256	1	1955	1	1501	4000	Train	11.73782
b-01-84-at	JGM-128F_migr.segy	1	4	1	256	1	684	1	1501	4000, 2000	Train	4.106736
b-01-84-at	JGM-132F_migr.segy	1	4	2	0	0	2665	1	1501	4000	Train	16.00066
b-01-84-at	JGM-132FA_migr.segy	1	4	1	256	1	424	1	1501	4000	Train	2.545696
b-01-84-at	JGM-132FB_migr.segy	1	4	2	0	0	1964	1	1501	4000	Train	11.791856
b-01-84-at	JGM-208_migr.segy	1	4	2	0	0	1040	1	1501	4000	Train	6.24416
b-01-84-at	JGM-214_migr.segy	1	4	1	256	1	1680	1	1476	4000	Train	9.91872
b-01-84-at	JGM-221FA_migr.segy	1	4	1	256	1	840	1	1501	4000	Train	5.04336
b-01-84-at	JGM-223F_migr.segy	1	4	1	256	1	1912	1	1501	4000	Train	11.479648
b-01-84-at	JGM-224A_migr.segy	1	4	2	0	0	539	1	1501	4000	Train	3.236156
b-01-84-at	JGM-224FA_migr.segy	1	4	1	256	1	600	1	1501	4000	Train	3.6024
b-01-84-at	JGM-226F_migr.segy	1	4	1	256	1	2162	1	1501	4000	Train	12.980648
b-01-84-at	JGM-228A_migr.segy	1	4	2	0	0	1740	1	1476	4000	Train	10.27296
b-01-84-at	JGM-228F_migr.segy	1	4	1	256	1	1311	1	1501	4000	Train	7.871244
b-01-84-at	JGM-228FA_migr.segy	1	4	1	256	1	827	1	1501	4000	Train	4.965308
b-01-84-at	JGM-229F_migr.segy	1	4	1	256	1	478	1	1501	4000	Train	2.869912
b-01-84-at	JGM-231F_migr.segy	1	4	1	256	1	756	1	1501	4000	Train	4.539024
b-01-84-at	JGM-231FA_migr.segy	1	4	1	256	1	1572	1	1501	4000	Train	9.438288
b-01-84-at	JGM-232_migr.segy	1	4	2	0	0	2158	1	1476	4000	Train	12.740832
b-01-84-at	JGM-232F_migr.segy	1	4	2	0	0	1987	1	1501	4000	Train	11.929948
b-01-84-at	JGM-233_migr.segy	1	4	2	0	0	2448	1	1476	4000	Train	14.452992
b-01-84-at	JGM-233F_migr.segy	1	4	1	256	1	2058	1	1501	4000	Train	12.356232
b-01-84-at	JGM-235_migr.segy	1	4	2	0	0	857	1	1476	4000	Train	5.059728
b-01-84-at	JGM-238_migr.segy	1	4	1	256	1	1393	1	1476	4000	Train	8.224272
b-01-84-at	JGM-239_migr.segy	1	4	1	256	1	896	1	1476	4000	Train	5.289984
b-01-84-at	JGM-239A_migr.segy	1	4	2	0	0	1597	1	1476	4000	Train	9.428688
b-01-84-at	JGM-240_migr.segy	1	4	2	0	0	1757	1	1476	4000	Train	10.373328
b-01-84-at	JGM-241_migr.segy	1	4	1	256	1	1362	1	1476	4000	Train	8.041248
b-01-84-at	JGM-241A_migr.segy	1	4	2	0	0	377	1	1751	4000	Train	2.640508
b-01-84-at	JGM-243_migr.segy	1	4	1	256	1	1060	1	1476	4000	Train	6.25824
b-01-84-at	JGM-243A_migr.segy	1	4	2	0	0	1040	1	1726	4000	Train	7.18016
b-01-84-at	JGM-244A_migr.segy	1	4	1	256	1	1488	1	1751	4000	Train	10.421952
b-01-88-at	88-16-A_migr.segy	1	4	1	256	1	885	1	2001	4000	Train	7.08354
b-01-88-at	88-16-A-1_migr.segy	1	4	1	256	1	2955	1	2001	4000	Train	23.65182
b-01-88-at	88-16-B_migr.segy	1	4	1	256	1	3229	1	2001	4000	Train	25.844916
b-01-88-at	88-16-B-1_migr.segy	1	4	1	256	1	271	1	2001	4000	Train	2.169084
b-01-88-at	88-16-B-2_migr.segy	1	4	1	256	1	516	1	2001	4000	Train	4.130064
b-01-88-at	88-16-C-W_migr.segy	1	4	1	256	1	1113	1	2001	4000	Train	8.908452
b-01-88-at	88-16-C-W-1_migr.segy	1	4	1	256	1	221	1	2001	4000	Train	1.768884
b-01-88-at	88-16-C-W-2_migr.segy	1	4	1	256	1	400	1	2001	4000	Train	3.2016
b-01-88-at	88-16-H_migr.segy	1	4	1	256	1	766	1	2001	4000	Train	6.131064
b-01-88-at	88-16-H-1_migr.segy	1	4	1	256	1	351	1	2001	4000	Train	2.809404
b-01-88-at	88-16-H-2_migr.segy	1	4	1	256	1	563	1	2001	4000	Train	4.506252
b-01-88-at	88-16-I_migr.segy	1	4	1	256	1	427	1	2001	4000	Train	3.417708
b-01-88-at	88-16-I-1_migr.segy	1	4	1	256	1	291	1	2001	4000	Train	2.329164
b-01-88-at	88-16-I-2_migr.segy	1	4	1	256	1	996	1	2001	4000	Train	7.971984
b-01-88-at	88-16-J_migr.segy	1	4	1	256	1	1455	1	2001	4000	Train	11.64582
b-01-88-at	88-16-J-1_migr.segy	1	4	1	256	1	416	1	2001	4000	Train	3.329664
b-01-88-at	88-16-K_migr.segy	1	4	1	256	1	1761	1	2001	4000	Train	14.095044
b-01-88-at	88-16-L_migr.segy	1	4	1	256	1	1740	1	2001	4000	Train	13.92696
b-01-88-at	88-16-M_migr.segy	1	4	1	256	1	1175	1	2001	4000	Train	9.4047
b-01-88-at	88-16-M-1_migr.segy	1	4	1	256	1	581	1	2001	4000	Train	4.650324
b-02-77-at	BP-103B_migr.segy	1	4	1	256	1	289	1	1751	4000	Train	2.024156
b-02-77-at	BP-103E_migr.segy	1	4	1	0	0	621	1	1751	4000	Train	4.349484
b-02-77-at	BP-105_migr.segy	1	4	1	256	1	1881	1	2501	4000	Train	18.817524
b-02-77-at	BP-108A_migr.segy	1	4	1	0	0	1100	1	2501	4000	Train	11.0044
b-02-77-at	BP-109_migr.segy	1	4	1	256	1	1862	1	1751	4000	Train	13.041448
b-02-77-at	BP-109B_migr.segy	1	4	1	256	1	993	1	1751	4000	Train	6.954972
b-02-77-at	BP-110B_migr.segy	1	4	1	0	0	1209	1	2501	4000	Train	12.094836
b-02-77-at	BP-111_migr.segy	1	4	1	0	0	1889	1	2751	4000	Train	20.786556
b-02-77-at	BP-111A_migr.segy	1	4	1	0	0	1975	1	2076	4000	Train	16.4004
b-02-77-at	BP-118A_migr.segy	1	4	1	256	1	1200	1	1751	4000	Train	8.4048
b-02-77-at	BP-120_migr.segy	1	4	1	0	0	469	1	1751	4000	Train	3.284876
b-02-77-at	BP-122A_migr.segy	1	4	1	256	1	559	1	1751	4000	Train	3.915236
b-02-77-at	BP-124_migr.segy	1	4	1	0	0	456	1	1751	4000	Train	3.193824
b-02-77-at	BP-124A_migr.segy	1	4	1	0	0	1984	1	1751	4000	Train	13.895936
b-02-77-at	BP-126A_migr.segy	1	4	1	0	0	2651	1	2001	4000	Train	21.218604
b-02-77-at	BP-130_migr.segy	1	4	1	0	0	3287	1	1751	4000	Train	23.022148
b-02-77-at	BP-132A_migr.segy	1	4	1	256	1	177	1	1751	4000	Train	1.239708
b-02-77-at	BP-132B_migr.segy	1	4	1	256	1	219	1	1751	4000	Train	1.533876
b-02-77-at	BP-136B_migr.segy	1	4	1	256	1	859	1	1751	4000	Train	6.016436
b-02-77-at	BP-142E-2_migr.segy	1	4	1	0	0	995	1	2001	4000	Train	7.96398
b-02-77-at	BP-142E-4_migr.segy	1	4	1	256	1	995	1	3001	4000	Train	11.94398
b-02-79-at	TP79-028_migr.segy	1	4	1	256	1	1130	1	1851	4000	Train	8.36652
b-02-79-at	TP79-031_migr.segy	1	4	1	256	1	951	1	1851	4000	Train	7.041204
b-02-79-at	TP79-034_migr.segy	1	4	1	256	1	846	1	1851	4000	Train	6.263784
b-02-79-at	TP79-036_migr.segy	1	4	1	256	1	1216	1	1851	4000	Train	9.003264
b-02-79-at	TP79-041_migr.segy	1	4	1	256	1	1610	1	1851	4000	Train	11.92044
b-02-79-at	TP79-057_migr.segy	1	4	1	256	1	3021	1	1851	4000	Train	22.367484
b-02-79-at	TP79-067_migr.segy	1	4	1	256	1	766	1	1851	4000	Train	5.671464
b-02-79-at	TP79-068_migr.segy	1	4	1	256	1	884	1	1851	4000	Train	6.545136
b-02-79-at	TP79-091_migr.segy	1	4	1	256	1	1020	1	1851	4000	Train	7.55208
b-02-79-at	TP79-092_migr.segy	1	4	1	256	1	1023	1	1851	4000	Train	7.574292
b-02-79-at	TP79-093_migr.segy	1	4	1	256	1	1381	1	1851	4000	Train	10.224924
b-02-79-at	TP79-096_migr.segy	1	4	1	256	1	444	1	1851	4000	Train	3.287376
b-02-79-at	TP79-096A_migr.segy	1	4	1	256	1	1287	1	1851	4000	Train	9.528948
b-02-79-at	TP79-118_migr.segy	1	4	1	256	1	2418	1	1851	4000	Train	17.902872
b-02-79-at	TP79-119_migr.segy	1	4	1	256	1	2753	1	1851	4000	Train	20.383212
b-02-79-at	TP79-122_migr.segy	1	4	1	256	1	1066	1	1851	4000	Train	7.892664
b-02-79-at	TP79-123_migr.segy	1	4	1	256	1	1046	1	1851	4000	Train	7.744584
b-02-79-at	TP79-124_migr.segy	1	4	1	256	1	1159	1	1851	4000	Train	8.581236
b-02-79-at	TP79-126_migr.segy	1	4	1	256	1	1540	1	1851	4000	Train	11.40216
b-02-79-at	TP79-128_migr.segy	1	4	1	256	1	725	1	1951	4000	Train	5.6579
b-02-79-at	TP79-129_migr.segy	1	4	1	256	1	1092	1	1851	4000	Train	8.085168
b-02-79-at	TP79-130_migr.segy	1	4	1	256	1	946	1	1851	4000	Train	7.004184
b-02-79-at	TP79-132_migr.segy	1	4	1	256	1	1075	1	1851	4000	Train	7.9593
b-02-79-at	TP79-133_migr.segy	1	4	1	256	1	1300	1	1851	4000	Train	9.6252
b-02-79-at	TP79-134_migr.segy	1	4	1	256	1	537	1	1851	4000	Train	3.975948
b-02-79-at	TP79-135_migr.segy	1	4	1	256	1	625	1	1851	4000	Train	4.6275
b-02-79-at	TP79-136_migr.segy	1	4	1	256	1	777	1	1851	4000	Train	5.752908
b-02-79-at	TP79-137_migr.segy	1	4	1	256	1	2145	1	1751	4000	Train	15.02358
b-02-79-at	TP79-138_migr.segy	1	4	1	256	1	711	1	1851	4000	Train	5.264244
b-02-79-at	TP79-140_migr.segy	1	4	1	256	1	584	1	1851	4000	Train	4.323936
b-02-79-at	TP79-142_migr.segy	1	4	1	256	1	1205	1	1851	4000	Train	8.92182
b-02-79-at	TP79-143_migr.segy	1	4	1	256	1	501	1	1851	4000	Train	3.709404
b-02-79-at	TP79-144_migr.segy	1	4	1	256	1	1395	1	1851	4000	Train	10.32858
b-02-79-at	TP79-161_migr.segy	1	4	1	256	1	781	1	1851	4000	Train	5.782524
b-02-79-at	TP79-163_migr.segy	1	4	1	256	1	356	1	1851	4000	Train	2.635824
b-02-79-at	TP79-163A_migr.segy	1	4	1	256	1	404	1	1851	4000	Train	2.991216
b-02-80-at	SA1002_migr.segy	1	4	1	256	1	146	1	1726	4000	Train	1.007984
b-02-80-at	SA1005A_migr.segy	1	4	1	256	1	278	1	1476	4000	Train	1.641312
b-02-80-at	SA1008_migr.segy	1	4	1	256	1	393	1	1951	4000	Train	3.066972
b-02-80-at	SA1011A_migr.segy	1	4	1	256	1	1282	1	1976	4000	Train	10.132928
b-02-80-at	SA1015_migr.segy	1	4	1	256	1	2545	1	1726	4000	Train	17.57068
b-02-80-at	SA1017_migr.segy	1	4	1	256	1	3385	1	1976	4000	Train	26.75504
b-02-80-at	SA1022_migr.segy	1	4	1	0	0	910	1	1951	4000	Train	7.10164
b-02-80-at	SA1023_migr.segy	1	4	1	256	1	1569	1	2151	4000	Train	13.499676
b-02-80-at	SA1026_migr.segy	1	4	1	0	0	440	1	1951	4000	Train	3.43376
b-02-80-at	SA1028_migr.segy	1	4	1	256	1	973	1	2151	4000	Train	8.371692
b-02-80-at	SA1029_migr.segy	1	4	1	256	1	957	1	1726	4000	Train	6.607128
b-02-80-at	SA1029A_migr.segy	1	4	1	0	0	496	1	1726	4000	Train	3.424384
b-02-80-at	SA1039A_migr.segy	1	4	1	0	0	944	1	1726	4000	Train	6.517376
b-02-80-at	SA1042_migr.segy	1	4	1	256	1	497	1	1951	4000	Train	3.878588
b-02-80-at	SA1048_migr.segy	1	4	1	256	1	488	1	1951	4000	Train	3.808352
b-02-80-at	SA1058_migr.segy	1	4	1	256	1	521	1	1951	4000	Train	4.065884
b-02-80-at	SA1060_migr.segy	1	4	1	256	1	523	1	1951	4000	Train	4.081492
b-02-80-at	SA1064_migr.segy	1	4	1	256	1	521	1	1951	4000	Train	4.065884
b-02-80-at	SA1066_migr.segy	1	4	1	256	1	520	1	1951	4000	Train	4.05808
b-02-80-at	SA1076_migr.segy	1	4	1	256	1	421	1	1976	4000	Train	3.327584
b-02-80-at	SA1080_migr.segy	1	4	1	256	1	1798	1	2151	4000	Train	15.469992
b-02-80-at	SA1086A_migr.segy	1	4	1	256	1	187	1	2151	4000	Train	1.608948
b-02-80-at	SA1088_migr.segy	1	4	1	256	1	668	1	2151	4000	Train	5.747472
b-02-80-at	SA1090_migr.segy	1	4	1	256	1	648	1	2151	4000	Train	5.575392
b-02-80-at	SA1120_migr.segy	1	4	1	256	1	1203	1	2151	4000	Train	10.350612
b-02-80-at	SA1126_migr.segy	1	4	1	256	1	219	1	1476	4000	Train	1.292976
b-02-80-at	SA1128_migr.segy	1	4	1	256	1	415	1	1476	4000	Train	2.45016
b-02-80-at	SA1130_migr.segy	1	4	1	0	0	318	1	1476	4000	Train	1.877472
b-02-80-at	SA1132_migr.segy	1	4	1	256	1	419	1	1476	4000	Train	2.473776
b-02-80-at	SA1152_migr.segy	1	4	1	256	1	2642	1	2501	4000	Train	26.430568
b-02-80-at	SA1154_migr.segy	1	4	1	256	1	442	1	1976	4000	Train	3.493568
b-02-80-at	SA1162_migr.segy	1	4	1	256	1	685	1	1726	4000	Train	4.72924
b-02-80-at	SA1172_migr.segy	1	4	1	256	1	2758	1	2376	4000	Train	26.212032
b-02-80-at	SA1190_migr.segy	1	4	1	256	1	2830	1	2451	4000	Train	27.74532
b-02-80-at	SA1192_migr.segy	1	4	1	256	1	741	1	2151	4000	Train	6.375564
