Survey ID (Name)	Contributor	Data Type	Year	Planning Area (Region)	Protraction Area	Other Survey Identifiers (Permit, etc.)	Link To Survey Web Page
B-11-77-AT	Bureau of Ocean Energy Management	2D Multichannel Seismic	1977	Middle Atlantic,North Atlantic	Baltimore Rise,Chincoteague,Hudson Canyon,Salisbury,Wilmington Canyon	E11-77	https://walrus.wr.usgs.gov/namss/survey/b-11-77-at/
B-11-78-AT	Bureau of Ocean Energy Management	2D Multichannel Seismic	1978	North Atlantic	Lydonia Canyon	E11-78	https://walrus.wr.usgs.gov/namss/survey/b-11-78-at/
B-11-82-AT	Bureau of Ocean Energy Management	2D Multichannel Seismic	1982	Middle Atlantic,North Atlantic	Block Island Shelf,Chatham,Chincoteague,Currituck Sound,Hydrographer Canyon,Salisbury	E11-82	https://walrus.wr.usgs.gov/namss/survey/b-11-82-at/
B-11-84-MI	Bureau of Ocean Energy Management	2D Multichannel Seismic	1984	Central Gulf of Mexico	Destin Dome,Mobile,Pensacola,Viosca Knoll	M84-011	https://walrus.wr.usgs.gov/namss/survey/b-11-84-mi/
B-11-85-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1985	Central Gulf of Mexico	Grand Isle Area,Mississippi Canyon,Ship Shoal Area,South Pass Area,South Pelto Area,South Timbalier and Bay Marchand Areas,West Delta Area,West Delta Area, South Addition	L85-111	https://walrus.wr.usgs.gov/namss/survey/b-11-85-la/
B-11-86-MI	Bureau of Ocean Energy Management	2D Multichannel Seismic	1986	Central Gulf of Mexico,Eastern Gulf of Mexico	Apalachicola,De Soto Canyon,Destin Dome,Florida Middle Ground,Lloyd Ridge,St. Petersburg,Tarpon Springs,The Elbow	M86-011	https://walrus.wr.usgs.gov/namss/survey/b-11-86-mi/
B-11-88-AT	Bureau of Ocean Energy Management	2D Multichannel Seismic	1988	North Atlantic	Browns Bank,Cashes Ledge	ATLSEGY13-1,E4-88	https://walrus.wr.usgs.gov/namss/survey/b-11-88-at/
B-11-88-GM	Bureau of Ocean Energy Management	2D Multichannel Seismic	1988	Central Gulf of Mexico	Eugene Island Area,Eugene Island Area, South Addition,South Marsh Island Area,South Marsh Island Area, South Addition,Vermilion Area,Vermilion Area, South Addition	GOMSEGY13-11	https://walrus.wr.usgs.gov/namss/survey/b-11-88-gm/
B-12-76-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1976			L76-2012	https://walrus.wr.usgs.gov/namss/survey/b-12-76-la/
B-12-77-AT	Bureau of Ocean Energy Management	2D Multichannel Seismic	1977	North Atlantic	Chatham	E12-77	https://walrus.wr.usgs.gov/namss/survey/b-12-77-at/
B-12-80-MI	Bureau of Ocean Energy Management	2D Multichannel Seismic	1980	Central Gulf of Mexico	Chandeleur Area, East Addition,Main Pass Area, South and East Addition,Mobile,Viosca Knoll	M80-012	https://walrus.wr.usgs.gov/namss/survey/b-12-80-mi/
B-12-83-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1983	Central Gulf of Mexico	Ship Shoal Area	L83-012	https://walrus.wr.usgs.gov/namss/survey/b-12-83-la/
B-12-83-MI	Bureau of Ocean Energy Management	2D Multichannel Seismic	1983	Central Gulf of Mexico,Eastern Gulf of Mexico	Apalachicola,Atwater Valley,De Soto Canyon,Destin Dome,Mississippi Canyon,Pensacola	M83-012	https://walrus.wr.usgs.gov/namss/survey/b-12-83-mi/
B-12-83-TX	Bureau of Ocean Energy Management	2D Multichannel Seismic	1983	Western Gulf of Mexico	Brazos Area,Matagorda Island Area,Mustang Island Area	T83-012	https://walrus.wr.usgs.gov/namss/survey/b-12-83-tx/
B-12-84-AL	Bureau of Ocean Energy Management	2D Multichannel Seismic	1984	Central Gulf of Mexico	Mobile,Pensacola	M84-012	https://walrus.wr.usgs.gov/namss/survey/b-12-84-al/
B-12-88-GM	Bureau of Ocean Energy Management	2D Multichannel Seismic	1988	Western Gulf of Mexico	Alaminos Canyon,Brazos Area, South Addition,Corpus Christi,East Breaks,Galveston Area, South Addition,Garden Banks,High Island Area, East Addition, South Extension,High Island Area, South Addition,Keathley Canyon,Mustang Island Area, East Addition,North Padre Island Area, East Addition,Port Isabel	GOMSEGY13-12	https://walrus.wr.usgs.gov/namss/survey/b-12-88-gm/
B-13-76-AT	Bureau of Ocean Energy Management	2D Multichannel Seismic	1976	North Atlantic	Block Island Shelf,Corsair Canyon,Hydrographer Canyon,Lydonia Canyon	E13-76	https://walrus.wr.usgs.gov/namss/survey/b-13-76-at/
B-13-77-TX	Bureau of Ocean Energy Management	2D Multichannel Seismic	1977	Western Gulf of Mexico	Brazos Area,Galveston Area,Galveston Area, South Addition,Garden Banks,High Island Area,High Island Area, East Addition,High Island Area, East Addition, South Extension,High Island Area, South Addition,West Cameron Area, West Addition	T77-013	https://walrus.wr.usgs.gov/namss/survey/b-13-77-tx/
B-13-78-AT	Bureau of Ocean Energy Management	2D Multichannel Seismic	1978	Middle Atlantic	Chincoteague,Salisbury	E13-78	https://walrus.wr.usgs.gov/namss/survey/b-13-78-at/
B-13-79-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1979	Central Gulf of Mexico,Western Gulf of Mexico	Breton Sound Area,Chandeleur Area, East Addition,East Cameron Area,East Cameron Area, South Addition,Eugene Island Area,Eugene Island Area, South Addition,Grand Isle Area,Grand Isle Area, South Addition,Green Canyon,High Island Area, East Addition,High Island Area, East Addition, South Extension,Main Pass Area,Main Pass Area, South and East Addition,Mississippi Canyon,Ship Shoal Area,Ship Shoal Area, South Addition,South Marsh Island Area,South Marsh Island Area, North Addition,South Marsh Island Area, South Addition,South Pelto Area,South Timbalier and Bay Marchand Areas,South Timbalier Area, South Addition,Vermilion Area,Vermilion Area, South Addition,West Cameron Area,West Cameron Area, South Addition,West Cameron Area, West Addition,West Delta Area,West Delta Area, South Addition	L79-013	https://walrus.wr.usgs.gov/namss/survey/b-13-79-la/
B-13-82-TX	Bureau of Ocean Energy Management	2D Multichannel Seismic	1982	Western Gulf of Mexico	Matagorda Island Area,Mustang Island Area	T82-013	https://walrus.wr.usgs.gov/namss/survey/b-13-82-tx/
B-13-83-FL	Bureau of Ocean Energy Management	2D Multichannel Seismic	1983	Eastern Gulf of Mexico	Charlotte Harbor,Dry Tortugas,Howell Hook,Pulley Ridge,Rankin,Vernon Basin	M83-013	https://walrus.wr.usgs.gov/namss/survey/b-13-83-fl/
B-13-88-GM	Bureau of Ocean Energy Management	2D Multichannel Seismic	1988	Western Gulf of Mexico	Alaminos Canyon,Brazos Area, South Addition,Corpus Christi,East Breaks,Galveston Area, South Addition,Garden Banks,High Island Area, East Addition, South Extension,High Island Area, South Addition,Keathley Canyon,Mustang Island Area, East Addition,North Padre Island Area, East Addition,Port Isabel	GOMSEGY13-13	https://walrus.wr.usgs.gov/namss/survey/b-13-88-gm/
B-13-88-TX	Bureau of Ocean Energy Management	2D Multichannel Seismic	1988	Western Gulf of Mexico	Brazos Area,Brazos Area, South Addition,East Breaks,Galveston Area,Galveston Area, South Addition,Garden Banks,High Island Area,High Island Area, East Addition,High Island Area, East Addition, South Extension,High Island Area, South Addition,West Cameron Area, South Addition	GOMSEGY13-03,T88-04	https://walrus.wr.usgs.gov/namss/survey/b-13-88-tx/
B-139-89-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1989	Central Gulf of Mexico	Grand Isle Area, South Addition,Green Canyon,Mississippi Canyon,Ship Shoal Area,Ship Shoal Area, South Addition,South Timbalier and Bay Marchand Areas,South Timbalier Area, South Addition	L89-139	https://walrus.wr.usgs.gov/namss/survey/b-139-89-la/
B-139a-89-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1989	Central Gulf of Mexico	Atwater Valley,East Cameron Area,Garden Banks,Green Canyon,Mississippi Canyon,Ship Shoal Area, South Addition,South Marsh Island Area, North Addition,South Timbalier Area, South Addition,Vermilion Area,West Cameron Area,West Cameron Area, West Addition	GOMSEGY16-2_L89_139_SALE_DATA,L89-139	https://walrus.wr.usgs.gov/namss/survey/b-139a-89-la/
B-139b-89-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1989	Central Gulf of Mexico	Atwater Valley,Eugene Island Area, South Addition,Garden Banks,Grand Isle Area, South Addition,Mississippi Canyon,Ship Shoal Area, South Addition,South Marsh Island Area, South Addition,South Timbalier Area, South Addition,Vermilion Area, South Addition	L89-139	https://walrus.wr.usgs.gov/namss/survey/b-139b-89-la/
B-14-75-AT	Bureau of Ocean Energy Management	2D Multichannel Seismic	1975	Middle Atlantic,South Atlantic	Beaufort,Cape Fear,Georgetown,James Island,Manteo,Marmer,Richardson Hills,Russell	E14-75	https://walrus.wr.usgs.gov/namss/survey/b-14-75-at/
B-14-77-AT	Bureau of Ocean Energy Management	2D Multichannel Seismic	1977	Middle Atlantic,North Atlantic	Hudson Canyon,Wilmington Canyon	E14-77	https://walrus.wr.usgs.gov/namss/survey/b-14-77-at/
B-14-80-AK	Bureau of Ocean Energy Management	2D Multichannel Seismic	1980	Navarin Basin,St. George Basin	Akutan North,Banks,Pervenets Canyon,Pervenets Canyon East,Saulsbury,Saulsbury West,St. George,St. George East,St. Matthew West	80-14	https://walrus.wr.usgs.gov/namss/survey/b-14-80-ak/
B-14-80-TX	Bureau of Ocean Energy Management	2D Multichannel Seismic	1980	Central Gulf of Mexico,Eastern Gulf of Mexico	Atwater Valley,De Soto Canyon,Destin Dome,Florida Middle Ground,Lloyd Ridge,Lund,Mississippi Canyon	M80-014	https://walrus.wr.usgs.gov/namss/survey/b-14-80-tx/
B-14-81-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1981	Central Gulf of Mexico,Western Gulf of Mexico	Destin Dome,East Cameron Area,East Cameron Area, South Addition,Eugene Island Area,Ewing Bank,Garden Banks,Grand Isle Area, South Addition,Green Canyon,Main Pass Area,Main Pass Area, South and East Addition,Mississippi Canyon,Ship Shoal Area,Ship Shoal Area, South Addition,South Marsh Island Area,South Marsh Island Area, South Addition,South Timbalier and Bay Marchand Areas,South Timbalier Area, South Addition,Vermilion Area,Vermilion Area, South Addition,Viosca Knoll,Walker Ridge,West Cameron Area, South Addition,West Cameron Area, West Addition,West Delta Area,West Delta Area, South Addition	L81-014	https://walrus.wr.usgs.gov/namss/survey/b-14-81-la/
B-14-82-TX	Bureau of Ocean Energy Management	2D Multichannel Seismic	1982	Western Gulf of Mexico	Alaminos Canyon,Brazos Area,Brazos Area, South Addition,Corpus Christi,East Breaks,Mustang Island Area, East Addition,North Padre Island Area,North Padre Island Area, East Addition,Port Isabel	T82-014	https://walrus.wr.usgs.gov/namss/survey/b-14-82-tx/
B-14-83-TX	Bureau of Ocean Energy Management	2D Multichannel Seismic	1983	Western Gulf of Mexico	East Breaks,Galveston Area,Galveston Area, South Addition	T83-014	https://walrus.wr.usgs.gov/namss/survey/b-14-83-tx/
B-14-84-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1984	Central Gulf of Mexico	East Cameron Area,East Cameron Area, South Addition,Eugene Island Area,Mississippi Canyon,Ship Shoal Area,Ship Shoal Area, South Addition,South Marsh Island Area,South Marsh Island Area, North Addition,South Pass Area,South Timbalier Area, South Addition,Vermilion Area, South Addition,West Cameron Area,West Cameron Area, West Addition	L84-214	https://walrus.wr.usgs.gov/namss/survey/b-14-84-la/
B-14-88-TX	Bureau of Ocean Energy Management	2D Multichannel Seismic	1988	Western Gulf of Mexico	Corpus Christi,North Padre Island Area,North Padre Island Area, East Addition,Port Isabel,South Padre Island Area,South Padre Island Area, East Addition	GOMSEGY13-14,T88-15	https://walrus.wr.usgs.gov/namss/survey/b-14-88-tx/
B-14-89-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1989	Central Gulf of Mexico	Atwater Valley,East Cameron Area,Garden Banks,Green Canyon,Mississippi Canyon,Ship Shoal Area, South Addition,South Marsh Island Area, North Addition,South Timbalier Area, South Addition,Vermilion Area,West Cameron Area,West Cameron Area, West Addition	L89-014	https://walrus.wr.usgs.gov/namss/survey/b-14-89-la/
B-142-90-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1990	Central Gulf of Mexico,Western Gulf of Mexico	East Cameron Area,East Cameron Area, South Addition,Garden Banks,High Island Area, East Addition,High Island Area, East Addition, South Extension,South Marsh Island Area, South Addition,Vermilion Area, South Addition,West Cameron Area,West Cameron Area, South Addition,West Cameron Area, West Addition	L90-142	https://walrus.wr.usgs.gov/namss/survey/b-142-90-la/
B-142a-90-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1990	Central Gulf of Mexico,Western Gulf of Mexico	East Cameron Area,East Cameron Area, South Addition,Eugene Island Area, South Addition,Garden Banks,Green Canyon,South Marsh Island Area, South Addition,Vermilion Area,Vermilion Area, South Addition,West Cameron Area,West Cameron Area, South Addition,West Cameron Area, West Addition	L90-142	https://walrus.wr.usgs.gov/namss/survey/b-142a-90-la/
B-142b-90-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1990	Central Gulf of Mexico,Western Gulf of Mexico	East Cameron Area,East Cameron Area, South Addition,Garden Banks,High Island Area, East Addition,High Island Area, East Addition, South Extension,Vermilion Area,West Cameron Area,West Cameron Area, South Addition,West Cameron Area, West Addition	L90-142	https://walrus.wr.usgs.gov/namss/survey/b-142b-90-la/
B-15-77-AK	Bureau of Ocean Energy Management	2D Multichannel Seismic	1977	Beaufort Sea,Chukchi Sea	Barrow,Barter Island,Beechey Point,Beechey Point North,Dease Inlet,Demarcation Point,Flaxman Island,Flaxman Island North,Harrison Bay,Harrison Bay North,Mackenzie Canyon,Mackenzie Canyon North,Teshekpuk		https://walrus.wr.usgs.gov/namss/survey/b-15-77-ak/
B-15-79-AT	Bureau of Ocean Energy Management	2D Multichannel Seismic	1979	Middle Atlantic,North Atlantic	Block Canyon,Chincoteague,Hudson Canyon,Salisbury,Wilmington Canyon	E15-78	https://walrus.wr.usgs.gov/namss/survey/b-15-79-at/
B-15-81-AT	Bureau of Ocean Energy Management	2D Multichannel Seismic	1981	Eastern Gulf of Mexico,Florida South,Middle Atlantic,South Atlantic	Bahamas,Bimini,Blake Escarpment,Blake Spur,Dry Tortugas,Harrington Hill,Mc Alinden Spur,Pillsbury	E15-81	https://walrus.wr.usgs.gov/namss/survey/b-15-81-at/
B-15-81-FL	Bureau of Ocean Energy Management	2D Multichannel Seismic	1981	Eastern Gulf of Mexico	Charlotte Harbor,Pulley Ridge,St. Petersburg,The Elbow,Vernon Basin	M81-015	https://walrus.wr.usgs.gov/namss/survey/b-15-81-fl/
B-15-86-MI	Bureau of Ocean Energy Management	2D Multichannel Seismic	1986	Central Gulf of Mexico,Eastern Gulf of Mexico	Apalachicola,De Soto Canyon,Destin Dome,Florida Middle Ground,Lloyd Ridge,Main Pass Area, South and East Addition,Mobile,Pensacola,The Elbow,Viosca Knoll	M86-015	https://walrus.wr.usgs.gov/namss/survey/b-15-86-mi/
B-15-87-AR	Bureau of Ocean Energy Management	2D Multichannel Seismic	1987	Beaufort Sea	Dease Inlet,Harrison Bay North	87-15	https://walrus.wr.usgs.gov/namss/survey/b-15-87-ar/
B-15-88-GM	Bureau of Ocean Energy Management	2D Multichannel Seismic	1988	Central Gulf of Mexico,Western Gulf of Mexico	Alaminos Canyon,Atwater Valley,East Breaks,Eugene Island Area, South Addition,Ewing Bank,Garden Banks,Grand Isle Area, South Addition,Green Canyon,High Island Area, East Addition, South Extension,High Island Area, South Addition,Keathley Canyon,Mississippi Canyon,Ship Shoal Area, South Addition,South Timbalier Area, South Addition,Walker Ridge,West Cameron Area, South Addition	GOMSEGY13-15	https://walrus.wr.usgs.gov/namss/survey/b-15-88-gm/
B-15-88-TX	Bureau of Ocean Energy Management	2D Multichannel Seismic	1988	Western Gulf of Mexico	Brazos Area,Galveston Area,Galveston Area, South Addition,High Island Area,High Island Area, East Addition,West Cameron Area, West Addition	GOMSEGY13-05,T88-16	https://walrus.wr.usgs.gov/namss/survey/b-15-88-tx/
B-15b-89-TX	Bureau of Ocean Energy Management	2D Multichannel Seismic	1989	Central Gulf of Mexico	Atwater Valley,East Cameron Area,Garden Banks,Green Canyon,Mississippi Canyon,Ship Shoal Area, South Addition,South Marsh Island Area, North Addition,South Timbalier Area, South Addition,Vermilion Area,West Cameron Area,West Cameron Area, West Addition	L85-015	https://walrus.wr.usgs.gov/namss/survey/b-15b-89-tx/
B-15c-89-TX	Bureau of Ocean Energy Management	2D Multichannel Seismic	1989	Central Gulf of Mexico	Atwater Valley,East Cameron Area,Garden Banks,Green Canyon,Mississippi Canyon,Ship Shoal Area, South Addition,South Marsh Island Area, North Addition,South Timbalier Area, South Addition,Vermilion Area,West Cameron Area,West Cameron Area, West Addition	GOMSEGY16-2_SHELL_TX_SALE_DATA,L89-015	https://walrus.wr.usgs.gov/namss/survey/b-15c-89-tx/
B-16-76-AT	Bureau of Ocean Energy Management	2D Multichannel Seismic	1976	Middle Atlantic,North Atlantic	Baltimore Rise,Chincoteague,Currituck Sound,Hyman,Manteo,Russell,Salisbury,Wilmington,Wilmington Canyon	E16-76	https://walrus.wr.usgs.gov/namss/survey/b-16-76-at/
B-16-77-AT	British Petroleum	2D Multichannel Seismic	1977	North Atlantic	Hudson Canyon,Wilmington Canyon	E16-77	https://walrus.wr.usgs.gov/namss/survey/b-16-77-at/
B-16-80-FL	Bureau of Ocean Energy Management	2D Multichannel Seismic	1980	Eastern Gulf of Mexico	Charlotte Harbor,Dry Tortugas,Miami,Pulley Ridge,Rankin,Vernon Basin	M80-016	https://walrus.wr.usgs.gov/namss/survey/b-16-80-fl/
B-16-88-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1988	Central Gulf of Mexico	Atwater Valley,Eugene Island Area,Eugene Island Area, South Addition,Ewing Bank,Grand Isle Area,Grand Isle Area, South Addition,Green Canyon,Mississippi Canyon,Ship Shoal Area,Ship Shoal Area, South Addition,South Timbalier and Bay Marchand Areas,South Timbalier Area, South Addition	GOMSEGY13-06,L88-35	https://walrus.wr.usgs.gov/namss/survey/b-16-88-la/
B-16A-87-MI	Bureau of Ocean Energy Management	2D Multichannel Seismic	1987	Central Gulf of Mexico,Eastern Gulf of Mexico	Atwater Valley,De Soto Canyon,Henderson,Lloyd Ridge,Mississippi Canyon,The Elbow,Vernon Basin	M87-016A	https://walrus.wr.usgs.gov/namss/survey/b-16a-87-mi/
B-16B-87-MI	Bureau of Ocean Energy Management	2D Multichannel Seismic	1987	Central Gulf of Mexico,Eastern Gulf of Mexico	Apalachicola,De Soto Canyon,Destin Dome,Florida Middle Ground,Henderson,Lloyd Ridge,Tarpon Springs,The Elbow,Vernon Basin	M87-016B	https://walrus.wr.usgs.gov/namss/survey/b-16b-87-mi/
B-17-75-AK	Bureau of Ocean Energy Management	2D Multichannel Seismic	1975	North Aleutian Basin,Shumagin,St. George Basin	Akutan,Akutan North,Bristol Bay,Chignik,Cold Bay,False Pass,Stepovak Bay,St. George East,Ugashik West		https://walrus.wr.usgs.gov/namss/survey/b-17-75-ak/
B-17-75-AT	Bureau of Ocean Energy Management	2D Multichannel Seismic	1975	Middle Atlantic,North Atlantic	Hudson Canyon,Manteo,New York,Salisbury,Wilmington,Wilmington Canyon	E17-75	https://walrus.wr.usgs.gov/namss/survey/b-17-75-at/
B-17-77-AT	Bureau of Ocean Energy Management	2D Multichannel Seismic	1977	South Atlantic	James Island	E17-77	https://walrus.wr.usgs.gov/namss/survey/b-17-77-at/
B-17-82-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1982	Central Gulf of Mexico	Ewing Bank,Grand Isle Area,Grand Isle Area, South Addition,South Timbalier and Bay Marchand Areas,South Timbalier Area, South Addition,West Delta Area,West Delta Area, South Addition	L82-017	https://walrus.wr.usgs.gov/namss/survey/b-17-82-la/
B-17-84-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1984	Central Gulf of Mexico	Mississippi Canyon	L84-117	https://walrus.wr.usgs.gov/namss/survey/b-17-84-la/
B-17-84-TX	Bureau of Ocean Energy Management	2D Multichannel Seismic	1984	Western Gulf of Mexico	East Breaks,Galveston Area,Galveston Area, South Addition,Garden Banks,High Island Area, East Addition, South Extension,High Island Area, South Addition,West Cameron Area, South Addition	T84-017	https://walrus.wr.usgs.gov/namss/survey/b-17-84-tx/
B-17-85-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1985	Central Gulf of Mexico,Western Gulf of Mexico	Garden Banks,Keathley Canyon,Walker Ridge	L85-017	https://walrus.wr.usgs.gov/namss/survey/b-17-85-la/
B-17-86-MI	Bureau of Ocean Energy Management	2D Multichannel Seismic	1986	Central Gulf of Mexico,Eastern Gulf of Mexico	Apalachicola,Destin Dome,Main Pass Area, South and East Addition,Mobile,Viosca Knoll	M86-017	https://walrus.wr.usgs.gov/namss/survey/b-17-86-mi/
B-17-88-MI	Bureau of Ocean Energy Management	2D Multichannel Seismic	1988	Central Gulf of Mexico,Eastern Gulf of Mexico	Atwater Valley,De Soto Canyon,Lloyd Ridge,Mississippi Canyon	GOMSEGY13-07,M88-13	https://walrus.wr.usgs.gov/namss/survey/b-17-88-mi/
B-18-81-MI	Bureau of Ocean Energy Management	2D Multichannel Seismic	1981	Eastern Gulf of Mexico	Charlotte Harbor,St. Petersburg,The Elbow,Vernon Basin	M81-018	https://walrus.wr.usgs.gov/namss/survey/b-18-81-mi/
B-18-86-TX	Bureau of Ocean Energy Management	2D Multichannel Seismic	1986	Western Gulf of Mexico	Alaminos Canyon,Corpus Christi,East Breaks,Keathley Canyon,Port Isabel	T86-018	https://walrus.wr.usgs.gov/namss/survey/b-18-86-tx/
B-19-81-AK	Bureau of Ocean Energy Management	2D Multichannel Seismic	1981	North Aleutian Basin,St. George Basin	Akutan North,Bristol Bay,Chignik,Cold Bay,St. George,St. George East	81-19	https://walrus.wr.usgs.gov/namss/survey/b-19-81-ak/
B-19-84-MI	Bureau of Ocean Energy Management	2D Multichannel Seismic	1984	Central Gulf of Mexico,Eastern Gulf of Mexico	Destin Dome,Mobile,Pensacola,Viosca Knoll	M84-019	https://walrus.wr.usgs.gov/namss/survey/b-19-84-mi/
B-20-75-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1975	Central Gulf of Mexico	West Cameron Area	L75-1720	https://walrus.wr.usgs.gov/namss/survey/b-20-75-la/
B-20-78-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1978	Central Gulf of Mexico	Breton Sound Area,East Cameron Area,East Cameron Area, South Addition,Eugene Island Area,Eugene Island Area, South Addition,Grand Isle Area,Main Pass Area,Main Pass Area, South and East Addition,Mississippi Canyon,Ship Shoal Area,South Marsh Island Area,South Marsh Island Area, North Addition,South Marsh Island Area, South Addition,South Pass Area, South and East Addition,South Pelto Area,South Timbalier and Bay Marchand Areas,Vermilion Area,West Cameron Area,West Cameron Area, South Addition,West Cameron Area, West Addition,West Delta Area,West Delta Area, South Addition	L78-020	https://walrus.wr.usgs.gov/namss/survey/b-20-78-la/
B-20-81-FL	Bureau of Ocean Energy Management	2D Multichannel Seismic	1981	Eastern Gulf of Mexico	Charlotte Harbor	M81-020	https://walrus.wr.usgs.gov/namss/survey/b-20-81-fl/
B-20-83-TX	Bureau of Ocean Energy Management	2D Multichannel Seismic	1983	Western Gulf of Mexico	Brazos Area,Galveston Area,Galveston Area, South Addition,High Island Area,High Island Area, East Addition,High Island Area, South Addition,Matagorda Island Area,Mustang Island Area,North Padre Island Area,North Padre Island Area, East Addition,West Cameron Area, West Addition	T83-020	https://walrus.wr.usgs.gov/namss/survey/b-20-83-tx/
B-21-75-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1975	Central Gulf of Mexico	West Delta Area	L75-1721	https://walrus.wr.usgs.gov/namss/survey/b-21-75-la/
B-21-76-TX	Bureau of Ocean Energy Management	2D Multichannel Seismic	1976	Western Gulf of Mexico	Galveston Area,Galveston Area, South Addition,High Island Area,High Island Area, East Addition,High Island Area, East Addition, South Extension,High Island Area, South Addition	T76-0821	https://walrus.wr.usgs.gov/namss/survey/b-21-76-tx/
B-21-80-AK	Bureau of Ocean Energy Management	2D Multichannel Seismic	1980	North Aleutian Basin	Bristol Bay,Cold Bay	80-21	https://walrus.wr.usgs.gov/namss/survey/b-21-80-ak/
B-21-80-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1980	Central Gulf of Mexico	Main Pass Area,Main Pass Area, South and East Addition	L80-021	https://walrus.wr.usgs.gov/namss/survey/b-21-80-la/
B-21-83-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1983	Central Gulf of Mexico,Western Gulf of Mexico	Atwater Valley,De Soto Canyon,Destin Dome,Garden Banks,Green Canyon,Keathley Canyon,Mississippi Canyon,Walker Ridge	L83-121	https://walrus.wr.usgs.gov/namss/survey/b-21-83-la/
B-21-83-TX	Bureau of Ocean Energy Management	2D Multichannel Seismic	1983	Western Gulf of Mexico	Brazos Area,Galveston Area	T83-021	https://walrus.wr.usgs.gov/namss/survey/b-21-83-tx/
B-22-75-AT	Bureau of Ocean Energy Management	2D Multichannel Seismic	1975	Middle Atlantic,North Atlantic	Chincoteague,Hudson Canyon,Salisbury,Wilmington Canyon	E22-75	https://walrus.wr.usgs.gov/namss/survey/b-22-75-at/
B-22-75-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1975	Central Gulf of Mexico	Ship Shoal Area	L75-1722	https://walrus.wr.usgs.gov/namss/survey/b-22-75-la/
B-22-80-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1980	Central Gulf of Mexico,Western Gulf of Mexico	Chandeleur Area, East Addition,East Cameron Area,East Cameron Area, South Addition,Eugene Island Area,Eugene Island Area, South Addition,Ewing Bank,Garden Banks,Grand Isle Area,Grand Isle Area, South Addition,Green Canyon,High Island Area, East Addition, South Extension,Main Pass Area,Main Pass Area, South and East Addition,Mississippi Canyon,Mobile,Sabine Pass Area,Ship Shoal Area,Ship Shoal Area, South Addition,South Marsh Island Area,South Marsh Island Area, North Addition,South Marsh Island Area, South Addition,South Pass Area,South Pass Area, South and East Addition,South Pelto Area,South Timbalier and Bay Marchand Areas,South Timbalier Area, South Addition,Vermilion Area,Vermilion Area, South Addition,Viosca Knoll,West Cameron Area,West Cameron Area, South Addition,West Cameron Area, West Addition	L80-022	https://walrus.wr.usgs.gov/namss/survey/b-22-80-la/
B-22-84-AK	Bureau of Ocean Energy Management	2D Multichannel Seismic	1984	North Aleutian Basin,St. George Basin	Akutan,Akutan North,Cold Bay,St. George East	84-22	https://walrus.wr.usgs.gov/namss/survey/b-22-84-ak/
B-22-85-TX	Bureau of Ocean Energy Management	2D Multichannel Seismic	1985	Western Gulf of Mexico	Brazos Area,Galveston Area,Galveston Area, South Addition	T84-022	https://walrus.wr.usgs.gov/namss/survey/b-22-85-tx/
B-23-75-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1975	Central Gulf of Mexico	Main Pass Area	L75-1723	https://walrus.wr.usgs.gov/namss/survey/b-23-75-la/
B-23-81-AR	Bureau of Ocean Energy Management	2D Multichannel Seismic	1981	Beaufort Sea,Chukchi Sea	Barrow,Beechey Point,Beechey Point North,Dease Inlet,Flaxman Island,Harrison Bay,Harrison Bay North,Teshekpuk	81-23	https://walrus.wr.usgs.gov/namss/survey/b-23-81-ar/
B-23-83-TX	Bureau of Ocean Energy Management	2D Multichannel Seismic	1983	Western Gulf of Mexico	Galveston Area,High Island Area, East Addition,Sabine Pass Area	T83-023	https://walrus.wr.usgs.gov/namss/survey/b-23-83-tx/
B-24-75-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1975	Central Gulf of Mexico	South Pass Area	L75-1824	https://walrus.wr.usgs.gov/namss/survey/b-24-75-la/
